date,city,temp,humidity,pressure,wind,condition
2021-01-08,Nagpur,34.3,54.3,1012.7,9.1,Clear
2021-01-08,Delhi,26.1,61.1,1017.6,13.2,Clear
2021-01-08,Bangalore,22.7,63.1,1014.6,12.4,Clear
2021-01-08,Hyderabad,28.3,59.2,1001.6,15.3,Windy
2021-01-08,Chennai,31.1,85.2,1012.5,14.1,Rainy
2021-01-08,Kolkata,29.8,80.2,1012.2,12.6,Rainy
2021-01-08,Ahmedabad,35.0,48.8,1007.3,14.1,Windy
2021-01-09,Pune,23.7,75.1,1008.8,10.0,Humid
2021-01-09,Mumbai,29.4,84.0,1015.1,12.3,Rainy
2021-01-09,Nashik,26.8,61.7,1004.2,7.5,Clear
2021-01-09,Nagpur,32.2,54.3,1010.4,7.7,Clear
2021-01-09,Delhi,31.3,66.3,1008.3,15.6,Windy
2021-01-09,Bangalore,27.2,78.4,1009.6,12.9,Rainy
2021-01-09,Hyderabad,26.9,63.2,1009.4,5.9,Clear
2021-01-09,Chennai,30.3,82.0,1011.4,15.6,Rainy
2021-01-09,Kolkata,32.7,76.4,1006.4,11.5,Humid
2021-01-09,Ahmedabad,30.1,60.4,1014.7,8.6,Clear
2021-01-10,Pune,28.4,61.9,1011.4,9.7,Clear
2021-01-10,Mumbai,30.6,90.5,1003.6,8.2,Rainy
2021-01-10,Nashik,25.9,61.6,1008.2,11.9,Clear
2021-01-10,Nagpur,29.1,57.0,1014.2,14.6,Windy
2021-01-10,Delhi,25.2,62.8,1011.0,16.1,Windy
2021-01-10,Bangalore,25.1,77.1,1010.7,13.5,Humid
2021-01-10,Hyderabad,31.9,60.2,1005.9,9.2,Cloudy
2021-01-10,Chennai,33.1,88.2,1006.1,12.1,Rainy
2021-01-10,Kolkata,33.0,70.5,1005.3,3.9,Humid
2021-01-10,Ahmedabad,32.3,54.9,1016.0,10.2,Clear
2021-01-11,Pune,29.9,69.1,1009.9,12.4,Humid
2021-01-11,Mumbai,30.4,76.1,1010.0,11.2,Humid
2021-01-11,Nashik,28.2,54.2,1009.5,9.8,Cloudy
2021-01-11,Nagpur,32.7,49.7,1007.9,6.8,Clear
2021-01-11,Delhi,31.1,62.8,1008.2,8.6,Cloudy
2021-01-11,Bangalore,23.9,65.4,1009.6,6.9,Cloudy
2021-01-11,Hyderabad,30.1,48.0,1009.6,10.1,Clear
2021-01-11,Chennai,30.5,82.5,1009.6,9.3,Rainy
2021-01-11,Kolkata,32.2,83.2,1007.9,8.3,Rainy
2021-01-11,Ahmedabad,32.4,39.9,1003.9,14.1,Windy
2021-01-12,Pune,31.3,66.2,1012.3,10.9,Clear
2021-01-12,Mumbai,29.1,84.9,1016.1,2.6,Rainy
2021-01-12,Nashik,24.4,56.9,1009.3,9.9,Clear
2021-01-12,Nagpur,30.7,49.0,1016.7,12.6,Clear
2021-01-12,Delhi,25.3,64.4,1019.5,13.0,Clear
2021-01-12,Bangalore,23.0,68.5,1006.5,5.9,Humid
2021-01-12,Hyderabad,31.9,69.0,1004.4,11.7,Humid
2021-01-12,Chennai,30.7,79.0,1007.6,7.4,Rainy
2021-01-12,Kolkata,31.1,75.3,1011.1,9.8,Humid
2021-01-12,Ahmedabad,32.5,46.9,1007.7,12.3,Cloudy
2021-01-13,Pune,29.2,68.5,1018.2,14.9,Humid
2021-01-13,Mumbai,33.0,80.7,1007.7,7.0,Rainy
2021-01-13,Nashik,26.7,47.8,1008.2,9.1,Clear
2021-01-13,Nagpur,33.4,46.2,1009.7,6.4,Clear
2021-01-13,Delhi,26.8,62.5,1007.6,12.3,Clear
2021-01-13,Bangalore,26.2,76.7,1000.1,7.6,Humid
2021-01-13,Hyderabad,31.3,58.5,1011.5,8.2,Clear
2021-01-13,Chennai,33.1,89.4,1009.5,10.3,Rainy
2021-01-13,Kolkata,29.9,82.5,1008.7,9.0,Rainy
2021-01-13,Ahmedabad,34.2,56.7,1001.2,11.1,Clear
2021-01-14,Pune,30.6,65.5,1001.8,7.0,Clear
2021-01-14,Mumbai,33.3,80.3,1003.7,10.0,Rainy
2021-01-14,Nashik,25.7,65.7,1013.6,10.3,Clear
2021-01-14,Nagpur,29.2,60.3,1011.4,8.8,Clear
2021-01-14,Delhi,29.1,65.0,1008.1,11.2,Clear
2021-01-14,Bangalore,26.9,65.3,1010.3,8.6,Clear
2021-01-14,Hyderabad,29.5,63.7,1015.1,8.7,Cloudy
2021-01-14,Chennai,33.7,77.0,1013.5,14.1,Humid
2021-01-14,Kolkata,32.0,88.9,1006.9,6.3,Rainy
2021-01-14,Ahmedabad,29.6,59.0,1012.6,9.8,Cloudy
2021-01-15,Pune,28.6,80.8,1009.2,10.1,Rainy
2021-01-15,Mumbai,34.8,87.6,1010.9,11.3,Rainy
2021-01-15,Nashik,26.8,55.9,1004.6,15.7,Windy
2021-01-15,Nagpur,32.6,55.1,1009.6,12.3,Cloudy
2021-01-15,Delhi,27.4,70.1,1003.2,14.6,Humid
2021-01-15,Bangalore,25.0,67.5,1006.0,5.0,Clear
2021-01-15,Hyderabad,29.8,62.8,1015.1,7.5,Clear
2021-01-15,Chennai,31.8,74.1,1009.0,9.2,Humid
2021-01-15,Kolkata,25.9,79.3,1009.1,12.1,Rainy
2021-01-15,Ahmedabad,37.0,57.2,1008.9,6.7,Cloudy
2021-01-16,Pune,28.4,68.4,1007.3,10.4,Humid
2021-01-16,Mumbai,29.8,88.0,1009.5,10.5,Rainy
2021-01-16,Nashik,31.5,56.1,1015.6,2.0,Clear
2021-01-16,Nagpur,34.9,44.3,1008.6,8.9,Clear
2021-01-16,Delhi,27.1,67.3,1013.3,6.0,Clear
2021-01-16,Bangalore,27.2,76.0,1012.9,6.6,Humid
2021-01-16,Hyderabad,29.3,62.1,1005.1,12.1,Cloudy
2021-01-16,Chennai,34.0,77.0,1010.9,10.8,Humid
2021-01-16,Kolkata,34.7,74.6,1007.4,7.2,Humid
2021-01-16,Ahmedabad,30.0,60.5,1005.0,7.6,Clear
2021-01-17,Pune,25.3,70.7,1004.9,15.3,Humid
2021-01-17,Mumbai,27.3,93.2,1010.8,9.7,Rainy
2021-01-17,Nashik,25.4,63.7,1009.8,13.3,Clear
2021-01-17,Nagpur,31.8,61.4,1018.6,12.0,Clear
2021-01-17,Delhi,27.8,63.8,1010.1,11.0,Cloudy
2021-01-17,Bangalore,22.2,72.5,1018.0,12.2,Humid
2021-01-17,Hyderabad,29.5,62.3,1016.5,14.7,Windy
2021-01-17,Chennai,30.4,84.3,1009.4,12.4,Rainy
2021-01-17,Kolkata,32.2,67.9,1008.6,10.6,Clear
2021-01-17,Ahmedabad,32.2,44.7,1006.3,5.9,Clear
2021-01-18,Pune,29.7,59.0,1018.3,9.1,Clear
2021-01-18,Mumbai,29.8,88.2,1007.7,10.4,Rainy
2021-01-18,Nashik,31.6,61.3,1014.6,7.9,Cloudy
2021-01-18,Nagpur,32.9,53.1,1017.9,9.9,Clear
2021-01-18,Delhi,28.9,61.9,1012.5,12.9,Clear
2021-01-18,Bangalore,22.0,75.5,1004.7,9.3,Humid
2021-01-18,Hyderabad,32.7,60.3,1013.3,11.9,Clear
2021-01-18,Chennai,34.2,84.0,1009.7,5.0,Rainy
2021-01-18,Kolkata,32.4,80.8,1011.1,6.2,Rainy
2021-01-18,Ahmedabad,31.4,57.0,1009.8,12.0,Clear
2021-01-19,Pune,27.7,72.2,1004.4,11.5,Humid
2021-01-19,Mumbai,29.5,91.2,1009.0,10.4,Rainy
2021-01-19,Nashik,27.4,52.1,1007.4,13.1,Clear
2021-01-19,Nagpur,33.1,59.2,1010.3,13.2,Clear
2021-01-19,Delhi,30.1,61.4,1008.0,2.5,Clear
2021-01-19,Bangalore,24.7,77.0,1016.3,8.4,Humid
2021-01-19,Hyderabad,29.8,58.4,1004.6,7.2,Clear
2021-01-19,Chennai,28.7,75.7,1005.7,12.0,Humid
2021-01-19,Kolkata,31.3,75.7,1019.2,8.0,Humid
2021-01-19,Ahmedabad,35.9,59.9,1003.7,10.2,Cloudy
2021-01-20,Pune,27.4,65.0,1007.5,13.6,Cloudy
2021-01-20,Mumbai,30.9,78.9,1013.2,13.1,Rainy
2021-01-20,Nashik,27.4,59.9,1007.2,7.9,Clear
2021-01-20,Nagpur,35.8,63.8,1007.5,8.8,Clear
2021-01-20,Delhi,28.8,70.2,1006.6,10.3,Humid
2021-01-20,Bangalore,22.2,63.5,1013.5,7.1,Clear
2021-01-20,Hyderabad,29.7,60.9,1009.9,13.6,Clear
2021-01-20,Chennai,35.1,83.5,1015.3,6.6,Rainy
2021-01-20,Kolkata,28.4,82.1,1011.0,10.9,Rainy
2021-01-20,Ahmedabad,35.6,53.9,1011.6,12.1,Clear
2021-01-21,Pune,30.9,73.7,1015.5,11.9,Humid
2021-01-21,Mumbai,31.4,85.6,1014.8,7.5,Rainy
2021-01-21,Nashik,27.5,59.9,1010.1,13.8,Cloudy
2021-01-21,Nagpur,34.4,47.4,1010.1,10.3,Clear
2021-01-21,Delhi,29.1,75.7,1008.8,10.7,Humid
2021-01-21,Bangalore,26.3,77.7,1009.6,10.8,Humid
2021-01-21,Hyderabad,32.0,60.8,1008.2,10.6,Clear
2021-01-21,Chennai,32.0,82.7,1002.8,12.9,Rainy
2021-01-21,Kolkata,30.8,80.5,1011.5,8.4,Rainy
2021-01-21,Ahmedabad,33.5,41.7,1012.9,13.2,Clear
2021-01-22,Pune,26.0,56.9,1011.8,8.5,Clear
2021-01-22,Mumbai,34.1,91.4,1009.1,6.6,Rainy
2021-01-22,Nashik,26.6,65.0,1005.1,15.0,Windy
2021-01-22,Nagpur,34.6,53.8,1007.2,8.0,Cloudy
2021-01-22,Delhi,25.3,72.1,1009.7,13.4,Humid
2021-01-22,Bangalore,26.5,72.2,1012.3,11.3,Humid
2021-01-22,Hyderabad,32.1,66.5,1010.8,12.1,Clear
2021-01-22,Chennai,30.8,81.6,1011.5,7.7,Rainy
2021-01-22,Kolkata,29.1,78.3,1007.0,10.0,Rainy
2021-01-22,Ahmedabad,30.7,54.7,1007.5,13.0,Clear
2021-01-23,Pune,28.0,55.8,1003.7,12.3,Clear
2021-01-23,Mumbai,32.7,87.3,1009.9,8.3,Rainy
2021-01-23,Nashik,26.4,59.9,1019.6,9.9,Clear
2021-01-23,Nagpur,32.5,55.0,1010.8,3.9,Cloudy
2021-01-23,Delhi,27.4,64.5,1009.3,7.8,Cloudy
2021-01-23,Bangalore,29.5,73.1,1007.7,11.7,Humid
2021-01-23,Hyderabad,33.7,64.5,1010.2,8.1,Clear
2021-01-23,Chennai,33.7,85.3,1007.7,13.3,Rainy
2021-01-23,Kolkata,32.2,84.7,1009.2,14.0,Rainy
2021-01-23,Ahmedabad,34.7,62.8,1008.5,10.6,Cloudy
2021-01-24,Pune,27.7,65.5,1008.7,11.3,Clear
2021-01-24,Mumbai,29.9,82.3,1012.5,13.4,Rainy
2021-01-24,Nashik,32.9,61.4,1006.3,12.3,Clear
2021-01-24,Nagpur,33.1,55.5,1012.5,6.9,Cloudy
2021-01-24,Delhi,30.2,64.4,1013.7,12.6,Clear
2021-01-24,Bangalore,23.6,62.6,1010.9,13.1,Clear
2021-01-24,Hyderabad,30.8,68.8,1003.5,8.3,Humid
2021-01-24,Chennai,34.6,82.8,1012.1,6.2,Rainy
2021-01-24,Kolkata,34.8,83.8,1011.6,7.9,Rainy
2021-01-24,Ahmedabad,34.7,50.5,1003.4,9.8,Clear
2021-01-25,Pune,30.6,53.7,1014.6,4.8,Cloudy
2021-01-25,Mumbai,32.8,84.5,1013.2,6.3,Rainy
2021-01-25,Nashik,29.3,58.4,1003.8,9.2,Cloudy
2021-01-25,Nagpur,33.2,48.5,1014.0,8.5,Clear
2021-01-25,Delhi,29.4,58.0,1006.6,11.6,Cloudy
2021-01-25,Bangalore,25.4,80.3,1011.5,11.3,Rainy
2021-01-25,Hyderabad,33.1,61.1,1009.0,9.4,Clear
2021-01-25,Chennai,33.2,78.5,1009.5,6.9,Rainy
2021-01-25,Kolkata,31.7,82.2,1007.6,10.0,Rainy
2021-01-25,Ahmedabad,34.4,54.2,1009.5,13.3,Clear
2021-01-26,Pune,33.3,67.3,1014.4,6.9,Cloudy
2021-01-26,Mumbai,32.7,81.7,1014.3,9.5,Rainy
2021-01-26,Nashik,28.3,57.4,1009.9,16.0,Windy
2021-01-26,Nagpur,35.1,56.5,1008.2,10.2,Clear
2021-01-26,Delhi,30.4,70.9,1012.6,6.6,Humid
2021-01-26,Bangalore,29.4,64.2,1011.2,7.7,Clear
2021-01-26,Hyderabad,33.2,58.7,1011.4,14.3,Windy
2021-01-26,Chennai,34.3,83.7,1003.3,7.2,Rainy
2021-01-26,Kolkata,34.3,82.8,1012.9,11.9,Rainy
2021-01-26,Ahmedabad,36.7,50.7,1010.5,6.9,Cloudy
2021-01-27,Pune,27.0,60.8,1016.4,7.5,Clear
2021-01-27,Mumbai,29.1,83.5,1004.8,8.2,Rainy
2021-01-27,Nashik,27.6,58.5,1014.4,14.6,Windy
2021-01-27,Nagpur,28.7,51.6,1010.2,13.4,Clear
2021-01-27,Delhi,25.5,56.7,1014.1,17.3,Windy
2021-01-27,Bangalore,29.0,72.8,1012.4,12.6,Humid
2021-01-27,Hyderabad,32.8,61.4,1010.4,9.8,Cloudy
2021-01-27,Chennai,32.9,84.7,1009.9,7.1,Rainy
2021-01-27,Kolkata,30.5,75.1,1013.9,8.1,Humid
2021-01-27,Ahmedabad,30.4,54.0,1016.1,12.3,Clear
2021-01-28,Pune,27.4,66.9,1012.2,7.1,Cloudy
2021-01-28,Mumbai,36.0,86.1,1010.6,7.2,Rainy
2021-01-28,Nashik,30.1,61.6,1007.7,10.2,Clear
2021-01-28,Nagpur,33.6,57.7,1010.2,10.1,Cloudy
2021-01-28,Delhi,29.3,58.5,1014.6,9.1,Clear
2021-01-28,Bangalore,23.8,66.5,1007.1,12.7,Clear
2021-01-28,Hyderabad,35.0,55.8,1011.0,7.7,Clear
2021-01-28,Chennai,30.9,83.5,1012.5,11.2,Rainy
2021-01-28,Kolkata,31.9,79.3,1010.2,9.6,Rainy
2021-01-28,Ahmedabad,36.2,63.0,1007.8,5.9,Clear
2021-01-29,Pune,30.0,68.0,1011.7,7.7,Clear
2021-01-29,Mumbai,35.7,82.2,1012.3,14.9,Rainy
2021-01-29,Nashik,26.6,61.0,1007.7,7.0,Cloudy
2021-01-29,Nagpur,32.2,54.0,1007.0,10.1,Clear
2021-01-29,Delhi,28.9,57.2,1011.3,12.5,Clear
2021-01-29,Bangalore,24.0,63.8,1012.8,15.8,Windy
2021-01-29,Hyderabad,30.9,68.6,1010.4,8.0,Humid
2021-01-29,Chennai,31.4,85.1,1006.3,10.2,Rainy
2021-01-29,Kolkata,35.6,78.5,1015.3,6.4,Rainy
2021-01-29,Ahmedabad,33.3,45.0,1010.3,12.3,Clear
2021-01-30,Pune,34.1,70.0,1010.8,9.1,Humid
2021-01-30,Mumbai,32.7,84.2,1012.8,12.9,Rainy
2021-01-30,Nashik,25.9,55.3,1002.7,11.5,Clear
2021-01-30,Nagpur,37.8,49.3,1013.3,10.1,Clear
2021-01-30,Delhi,28.6,64.5,1013.7,9.1,Clear
2021-01-30,Bangalore,27.6,73.0,1008.0,9.3,Humid
2021-01-30,Hyderabad,29.1,58.2,1005.9,13.9,Clear
2021-01-30,Chennai,35.6,84.4,1009.9,12.5,Rainy
2021-01-30,Kolkata,35.2,82.8,1010.0,6.1,Rainy
2021-01-30,Ahmedabad,32.3,50.5,1007.6,9.4,Cloudy
2021-01-31,Pune,30.6,68.3,1002.8,8.1,Humid
2021-01-31,Mumbai,26.8,86.5,1011.1,7.6,Rainy
2021-01-31,Nashik,28.6,55.6,1006.1,11.3,Cloudy
2021-01-31,Nagpur,33.1,62.5,1010.6,9.0,Clear
2021-01-31,Delhi,27.4,62.9,1008.5,7.9,Cloudy
2021-01-31,Bangalore,25.8,70.9,1010.6,10.0,Humid
2021-01-31,Hyderabad,32.4,66.0,1013.8,5.5,Clear
2021-01-31,Chennai,31.5,81.0,1009.5,13.0,Rainy
2021-01-31,Kolkata,31.5,74.1,1014.8,9.1,Humid
2021-01-31,Ahmedabad,36.3,55.8,1009.9,9.5,Clear
2021-02-01,Pune,28.5,70.0,1004.1,10.6,Humid
2021-02-01,Mumbai,32.6,87.9,1010.5,7.1,Rainy
2021-02-01,Nashik,30.0,61.2,1009.9,7.2,Cloudy
2021-02-01,Nagpur,36.0,50.7,1000.8,8.7,Clear
2021-02-01,Delhi,31.6,64.0,1007.3,13.1,Clear
2021-02-01,Bangalore,23.4,68.0,1009.6,12.8,Clear
2021-02-01,Hyderabad,33.1,61.5,1015.2,14.7,Windy
2021-02-01,Chennai,33.7,78.2,1011.8,8.0,Rainy
2021-02-01,Kolkata,36.6,80.7,1008.5,10.6,Rainy
2021-02-01,Ahmedabad,31.9,47.1,1014.8,8.0,Clear
2021-02-02,Pune,28.8,65.8,1011.1,7.9,Clear
2021-02-02,Mumbai,34.7,81.2,1004.3,14.5,Rainy
2021-02-02,Nashik,27.0,60.7,1015.3,11.7,Clear
2021-02-02,Nagpur,32.5,55.2,1015.8,15.4,Windy
2021-02-02,Delhi,30.2,68.0,1006.6,11.1,Clear
2021-02-02,Bangalore,24.6,60.2,1018.2,6.7,Clear
2021-02-02,Hyderabad,30.7,58.3,1010.8,9.5,Clear
2021-02-02,Chennai,35.4,79.1,1009.3,10.8,Rainy
2021-02-02,Kolkata,32.2,88.0,1012.0,12.2,Rainy
2021-02-02,Ahmedabad,36.0,57.9,1010.7,6.1,Clear
2021-02-03,Pune,29.6,67.6,1013.3,11.7,Cloudy
2021-02-03,Mumbai,35.2,85.1,1011.2,15.1,Rainy
2021-02-03,Nashik,28.2,75.0,1012.3,4.7,Humid
2021-02-03,Nagpur,35.3,56.9,1015.2,12.0,Cloudy
2021-02-03,Delhi,28.3,64.9,1013.3,7.2,Clear
2021-02-03,Bangalore,26.3,65.7,1007.7,11.8,Clear
2021-02-03,Hyderabad,33.2,67.2,1007.9,6.7,Clear
2021-02-03,Chennai,33.5,82.1,1006.9,11.9,Rainy
2021-02-03,Kolkata,32.5,82.1,1006.5,8.7,Rainy
2021-02-03,Ahmedabad,36.2,50.1,1016.9,8.8,Clear
2021-02-04,Pune,26.4,75.3,1016.7,7.7,Humid
2021-02-04,Mumbai,35.2,82.1,1010.7,7.5,Rainy
2021-02-04,Nashik,32.3,60.5,1010.5,7.9,Clear
2021-02-04,Nagpur,38.0,61.0,1014.1,11.8,Clear
2021-02-04,Delhi,28.8,71.5,1014.5,8.1,Humid
2021-02-04,Bangalore,28.7,73.4,998.9,12.4,Humid
2021-02-04,Hyderabad,31.0,55.5,1006.6,9.6,Cloudy
2021-02-04,Chennai,36.9,85.1,1005.9,15.6,Rainy
2021-02-04,Kolkata,35.3,82.9,1009.1,7.1,Rainy
2021-02-04,Ahmedabad,34.1,57.4,1017.5,14.6,Windy
2021-02-05,Pune,28.9,62.4,1010.6,4.7,Clear
2021-02-05,Mumbai,35.0,84.0,1008.5,11.2,Rainy
2021-02-05,Nashik,27.5,68.9,1005.6,9.8,Humid
2021-02-05,Nagpur,34.3,53.1,998.5,9.5,Clear
2021-02-05,Delhi,27.7,67.3,1006.0,10.9,Clear
2021-02-05,Bangalore,27.6,70.6,1006.1,7.3,Humid
2021-02-05,Hyderabad,32.6,58.9,1006.6,7.2,Clear
2021-02-05,Chennai,36.9,80.6,1009.9,7.8,Rainy
2021-02-05,Kolkata,28.1,84.4,1012.9,9.2,Rainy
2021-02-05,Ahmedabad,35.0,54.5,1003.7,8.4,Clear
2021-02-06,Pune,27.8,70.8,1004.7,17.2,Humid
2021-02-06,Mumbai,33.1,86.7,1006.8,9.1,Rainy
2021-02-06,Nashik,27.1,59.2,1012.5,8.7,Clear
2021-02-06,Nagpur,31.9,55.3,1011.7,12.1,Cloudy
2021-02-06,Delhi,29.7,74.0,1009.7,7.5,Humid
2021-02-06,Bangalore,24.4,69.7,1008.2,16.0,Humid
2021-02-06,Hyderabad,35.5,54.8,1007.2,10.2,Clear
2021-02-06,Chennai,33.6,88.8,1007.4,7.6,Rainy
2021-02-06,Kolkata,32.0,75.2,1010.5,14.9,Humid
2021-02-06,Ahmedabad,35.6,50.7,1008.8,5.3,Clear
2021-02-07,Pune,29.9,64.3,1010.3,12.6,Clear
2021-02-07,Mumbai,33.6,81.2,1008.3,13.4,Rainy
2021-02-07,Nashik,28.3,54.7,1013.7,8.0,Clear
2021-02-07,Nagpur,36.4,57.6,1013.1,9.4,Clear
2021-02-07,Delhi,30.0,60.7,1007.4,13.1,Clear
2021-02-07,Bangalore,26.5,72.3,1007.8,8.5,Humid
2021-02-07,Hyderabad,32.6,63.7,1009.2,6.5,Clear
2021-02-07,Chennai,34.1,89.0,1009.7,11.4,Rainy
2021-02-07,Kolkata,30.9,82.1,1009.3,13.0,Rainy
2021-02-07,Ahmedabad,37.4,64.9,1012.3,11.0,Cloudy
2021-02-08,Pune,28.5,70.9,1011.1,10.9,Humid
2021-02-08,Mumbai,36.7,86.7,1008.8,4.1,Rainy
2021-02-08,Nashik,27.8,68.4,1009.6,3.3,Humid
2021-02-08,Nagpur,33.1,59.9,1012.2,7.5,Clear
2021-02-08,Delhi,28.6,63.1,1008.4,7.2,Clear
2021-02-08,Bangalore,28.6,76.2,1003.9,13.7,Humid
2021-02-08,Hyderabad,31.9,66.0,1010.2,10.4,Cloudy
2021-02-08,Chennai,31.8,87.8,1008.1,10.6,Rainy
2021-02-08,Kolkata,33.7,78.6,1012.3,8.6,Rainy
2021-02-08,Ahmedabad,36.9,45.2,1010.5,15.8,Windy
2021-02-09,Pune,28.2,64.5,1012.1,10.5,Clear
2021-02-09,Mumbai,34.6,88.2,1005.2,12.5,Rainy
2021-02-09,Nashik,28.7,65.1,1006.1,10.5,Clear
2021-02-09,Nagpur,36.4,54.3,1001.3,12.5,Clear
2021-02-09,Delhi,28.8,60.2,1009.1,11.3,Clear
2021-02-09,Bangalore,28.2,68.6,1013.0,11.8,Humid
2021-02-09,Hyderabad,30.3,65.3,1007.9,12.4,Clear
2021-02-09,Chennai,34.9,78.7,1006.4,10.3,Rainy
2021-02-09,Kolkata,29.4,78.4,1003.6,12.3,Rainy
2021-02-09,Ahmedabad,37.3,47.6,1011.7,12.7,Clear
2021-02-10,Pune,30.0,67.0,1010.3,13.5,Cloudy
2021-02-10,Mumbai,33.9,90.7,1011.1,11.9,Rainy
2021-02-10,Nashik,29.5,75.3,1002.8,7.9,Humid
2021-02-10,Nagpur,37.2,53.1,1013.5,10.7,Clear
2021-02-10,Delhi,32.5,71.4,1016.6,12.2,Humid
2021-02-10,Bangalore,27.4,61.8,1009.0,7.5,Clear
2021-02-10,Hyderabad,33.1,60.6,1015.9,11.8,Clear
